group_cn,group_lat,family_cn,family_lat,genus_cn,genus_lat,species_cn,species_lat,author,is_exotic,notes
被子植物,Angiosperm,蘭科,Orchidaceae,粉蝶蘭屬,Platanthera,陰粉蝶蘭,Platanthera yangmeiensis,T.P.Lin,False,
被子植物,Angiosperm,蘭科,Orchidaceae,一葉蘭屬,Pleione,臺灣一葉蘭,Pleione bulbocodioides,(Franch.) Rolfe,False,
被子植物,Angiosperm,蘭科,Orchidaceae,鬚唇蘭屬,Pogonia,小鬚唇蘭,Pogonia minor,(Makino) Makino,False,
被子植物,Angiosperm,蘭科,Orchidaceae,繡球蘭屬,Pomatocalpa,繡球蘭,Pomatocalpa acuminatum,(Rolfe) Schltr.,False,
被子植物,Angiosperm,蘭科,Orchidaceae,小蝶蘭屬,Ponerorchis,紅小蝶蘭,Ponerorchis kiraishiensis,(Hayata) Ohwi,False,
被子植物,Angiosperm,蘭科,Orchidaceae,小蝶蘭屬,Ponerorchis,臺灣小蝶蘭,Ponerorchis taiwanensis,(Fukuy.) Ohwi,False,
被子植物,Angiosperm,蘭科,Orchidaceae,小蝶蘭屬,Ponerorchis,高山小蝶蘭,Ponerorchis takasago-montana,(Masam.) Ohwi,False,
被子植物,Angiosperm,蘭科,Orchidaceae,小蝶蘭屬,Ponerorchis,紅斑蘭,Ponerorchis tominagae,(Hayata) H.J.Su & Jr J.Chen,False,
被子植物,Angiosperm,蘭科,Orchidaceae,白點伴蘭屬,Rhomboda,白肋角唇蘭,Rhomboda yakusimensis,(Masam.) Ormerod,False,
被子植物,Angiosperm,蘭科,Orchidaceae,假囊唇蘭屬,Saccolabiopsis,假囊唇蘭,Saccolabiopsis viridiflora,Aver.,False,
被子植物,Angiosperm,蘭科,Orchidaceae,假囊唇蘭屬,Saccolabiopsis,臺灣擬囊唇蘭,Saccolabiopsis viridiflora subsp. taiwaniana,T.C.Hsu,False,
被子植物,Angiosperm,蘭科,Orchidaceae,蘆蘭屬,Schoenorchis,蘆蘭,Schoenorchis vanoverberghii,Ames,False,
被子植物,Angiosperm,蘭科,Orchidaceae,苞舌蘭屬,Spathoglottis,紫苞舌蘭,Spathoglottis plicata,Blume,False,
被子植物,Angiosperm,蘭科,Orchidaceae,綬草屬,Spiranthes,義富綬草,Spiranthes nivea,T.P.Lin & W.M.Lin,False,
被子植物,Angiosperm,蘭科,Orchidaceae,綬草屬,Spiranthes,小花綬草,Spiranthes nivea var. papillata,T.C.Hsu & Suetsugu,False,
被子植物,Angiosperm,蘭科,Orchidaceae,綬草屬,Spiranthes,綬草,Spiranthes sinensis,(Pers.) Ames,False,
被子植物,Angiosperm,蘭科,Orchidaceae,綬草屬,Spiranthes,香港綬草,Spiranthes × hongkongensis,S.Y.Hu & Barretto,False,
被子植物,Angiosperm,蘭科,Orchidaceae,肉葯蘭屬,Stereosandra,肉葯蘭,Stereosandra javanica,Blume,False,
被子植物,Angiosperm,蘭科,Orchidaceae,絲柱蘭屬,Stigmatodactylus,絲柱蘭,Stigmatodactylus shikokianus,Maxim. ex Makino,False,
被子植物,Angiosperm,蘭科,Orchidaceae,落苞蘭屬,Styloglossum,輻形根節蘭,Styloglossum actinomorphum,(Fukuy.) T.C. Hsu,False,
被子植物,Angiosperm,蘭科,Orchidaceae,落苞蘭屬,Styloglossum,竹葉根節蘭,Styloglossum densiflorum,(Lindl.) T.Yukawa & P.J.Cribb,False,
被子植物,Angiosperm,蘭科,Orchidaceae,落苞蘭屬,Styloglossum,臺灣根節蘭,Styloglossum formosanum,(Rolfe) T.P. Lin,False,
被子植物,Angiosperm,蘭科,Orchidaceae,落苞蘭屬,Styloglossum,擬竹葉根節蘭,Styloglossum pseudodensiflorum,T.C. Hsu,False,
被子植物,Angiosperm,蘭科,Orchidaceae,寶石蘭屬,Sunipia,綠花寶石蘭,Sunipia andersonii,(King & Pantl.) P.F.Hunt,False,
被子植物,Angiosperm,蘭科,Orchidaceae,蜘蛛蘭屬,Taeniophyllum,小蜘蛛蘭,Taeniophyllum aphyllum,(Makino) Makino,False,
被子植物,Angiosperm,蘭科,Orchidaceae,蜘蛛蘭屬,Taeniophyllum,假蜘蛛蘭,Taeniophyllum compactum,Ames,False,
被子植物,Angiosperm,蘭科,Orchidaceae,蜘蛛蘭屬,Taeniophyllum,扁蜘蛛蘭,Taeniophyllum complanatum,Fukuy.,False,
被子植物,Angiosperm,蘭科,Orchidaceae,蜘蛛蘭屬,Taeniophyllum,厚蜘蛛蘭,Taeniophyllum crassipes,Fukuy.,False,
被子植物,Angiosperm,蘭科,Orchidaceae,蜘蛛蘭屬,Taeniophyllum,大雪山蜘蛛蘭,Taeniophyllum daxueshanensis,T.P.Lin,False,
被子植物,Angiosperm,蘭科,Orchidaceae,蜘蛛蘭屬,Taeniophyllum,台灣蜘蛛蘭,Taeniophyllum formosanum,Hayata,False,
被子植物,Angiosperm,蘭科,Orchidaceae,蜘蛛蘭屬,Taeniophyllum,蜘蛛蘭,Taeniophyllum glandulosum,Blume,False,
被子植物,Angiosperm,蘭科,Orchidaceae,蜘蛛蘭屬,Taeniophyllum,玉蜘蛛蘭,Taeniophyllum lishanianum,T.P.Lin & G.X. Zhu,False,
被子植物,Angiosperm,蘭科,Orchidaceae,蜘蛛蘭屬,Taeniophyllum,大扁根蜘蛛蘭,Taeniophyllum taiwanensis,T.P.Lin,False,
被子植物,Angiosperm,蘭科,Orchidaceae,蜘蛛蘭屬,Taeniophyllum,塔山蜘蛛蘭,Taeniophyllum tumulusum,T.P.Lin & G.X. Zhu,False,
被子植物,Angiosperm,蘭科,Orchidaceae,杜鵑蘭屬,Tainia,密花杜鵑蘭,Tainia caterva,T.P.Lin & W.M.Lin,False,
被子植物,Angiosperm,蘭科,Orchidaceae,杜鵑蘭屬,Tainia,心葉葵蘭,Tainia cordifolia,Hook.f.,False,
被子植物,Angiosperm,蘭科,Orchidaceae,杜鵑蘭屬,Tainia,長葉杜鵑蘭,Tainia dunnii,Rolfe,False,
被子植物,Angiosperm,蘭科,Orchidaceae,杜鵑蘭屬,Tainia,黃花小杜鵑蘭,Tainia hualienia,S.S.Ying,False,
被子植物,Angiosperm,蘭科,Orchidaceae,杜鵑蘭屬,Tainia,闊葉杜鵑蘭,Tainia latifolia,(Lindl.) Rchb.f.,False,
被子植物,Angiosperm,蘭科,Orchidaceae,八粉蘭屬,Thelasis,閉花八粉蘭,Thelasis pygmaea,(Griff.) Lindl.,False,
被子植物,Angiosperm,蘭科,Orchidaceae,風蘭屬,Thrixspermum,白毛風蘭,Thrixspermum annamense,(Guillaumin) Garay,False,
被子植物,Angiosperm,蘭科,Orchidaceae,風蘭屬,Thrixspermum,異色風蘭,Thrixspermum eximium,L.O.Williams,False,
被子植物,Angiosperm,蘭科,Orchidaceae,風蘭屬,Thrixspermum,金唇風蘭,Thrixspermum fantasticum,L.O.Williams,False,
被子植物,Angiosperm,蘭科,Orchidaceae,風蘭屬,Thrixspermum,臺灣風蘭,Thrixspermum formosanum,(Hayata) Schltr.,False,
被子植物,Angiosperm,蘭科,Orchidaceae,風蘭屬,Thrixspermum,黃蛾蘭,Thrixspermum laurisilvaticum,(Fukuy.) Garay,False,
被子植物,Angiosperm,蘭科,Orchidaceae,風蘭屬,Thrixspermum,高士佛風蘭,Thrixspermum merguense,(Hook.f.) Kuntze,False,
被子植物,Angiosperm,蘭科,Orchidaceae,風蘭屬,Thrixspermum,倒垂風蘭,Thrixspermum pensile,Schltr.,False,
被子植物,Angiosperm,蘭科,Orchidaceae,風蘭屬,Thrixspermum,小白蛾蘭,Thrixspermum saruwatarii,(Hayata) Schltr.,False,
被子植物,Angiosperm,蘭科,Orchidaceae,風蘭屬,Thrixspermum,厚葉風蘭,Thrixspermum subulatum,(Blume) Rchb.f.,False,
被子植物,Angiosperm,蘭科,Orchidaceae,蠅蘭屬,Tipularia,細花軟葉蘭,Tipularia cunninghamii,"(King & Prain) S.C.Chen, S.W.Gale & P.J.Cribb",False,
被子植物,Angiosperm,蘭科,Orchidaceae,蠅蘭屬,Tipularia,南湖蠅蘭,Tipularia odorata,Fukuy.,False,
被子植物,Angiosperm,蘭科,Orchidaceae,毛舌蘭屬,Trichoglottis,尖葉毛舌蘭,Trichoglottis luchuensis,(Rolfe) Garay & H.R.Sweet,False,
被子植物,Angiosperm,蘭科,Orchidaceae,毛舌蘭屬,Trichoglottis,短穗毛舌蘭,Trichoglottis rosea,(Lindl.) Ames,False,
被子植物,Angiosperm,蘭科,Orchidaceae,摺唇蘭屬,Tropidia,仙茅摺唇蘭,Tropidia curculigoides,Lindl.,False,
被子植物,Angiosperm,蘭科,Orchidaceae,摺唇蘭屬,Tropidia,南化摺唇蘭,Tropidia formosana,Rolfe ex Hemsl.,False,
被子植物,Angiosperm,蘭科,Orchidaceae,摺唇蘭屬,Tropidia,拉瑪夏摺唇蘭,Tropidia namasiae,"C.K.Liao, T.P.Lin & M.S.Tang",False,
被子植物,Angiosperm,蘭科,Orchidaceae,摺唇蘭屬,Tropidia,狹葉摺唇蘭,Tropidia nipponica,Masam.,False,
被子植物,Angiosperm,蘭科,Orchidaceae,摺唇蘭屬,Tropidia,相馬氏摺唇蘭,Tropidia somai,Hayata,False,
被子植物,Angiosperm,蘭科,Orchidaceae,摺唇蘭屬,Tropidia,蘇氏摺唇蘭,Tropidia sui,T.C.Hsu,False,
被子植物,Angiosperm,蘭科,Orchidaceae,管唇蘭屬,Tuberolabium,管唇蘭,Tuberolabium kotoense,Yamam.,False,
被子植物,Angiosperm,蘭科,Orchidaceae,萬代蘭屬,Vanda,雅美萬代蘭,Vanda lamellata,Lindl.,False,
被子植物,Angiosperm,蘭科,Orchidaceae,凡尼蘭屬,Vanilla,臺灣凡尼蘭,Vanilla somae,Hayata,False,
被子植物,Angiosperm,蘭科,Orchidaceae,旗唇蘭屬,Vexillabium,精巧旗唇蘭,Vexillabium nakaianum,F.Maek.,False,
被子植物,Angiosperm,蘭科,Orchidaceae,二尾蘭屬,Vrydagzynea,二尾蘭,Vrydagzynea nuda,Blume,False,
被子植物,Angiosperm,蘭科,Orchidaceae,長花柄蘭屬,Yoania,密鱗長花柄蘭,Yoania amagiensis var. squamipes,C.L. Yeh & C.S. Leou,False,
被子植物,Angiosperm,蘭科,Orchidaceae,長花柄蘭屬,Yoania,長花柄蘭,Yoania japonica,Maxim.,False,
被子植物,Angiosperm,蘭科,Orchidaceae,線柱蘭屬,Zeuxine,白花線柱蘭,Zeuxine affinis,(Lindl.) Benth. ex Hook.f.,False,
被子植物,Angiosperm,蘭科,Orchidaceae,線柱蘭屬,Zeuxine,阿玉線柱蘭,Zeuxine agyokuana,Fukuy.,False,
被子植物,Angiosperm,蘭科,Orchidaceae,線柱蘭屬,Zeuxine,黃花線柱蘭,Zeuxine flava,(Wall. ex Lindl.) Trimen,False,
被子植物,Angiosperm,蘭科,Orchidaceae,線柱蘭屬,Zeuxine,全唇線柱蘭,Zeuxine integrilabella,C.S.Leou,False,
被子植物,Angiosperm,蘭科,Orchidaceae,線柱蘭屬,Zeuxine,關刀溪線柱蘭,Zeuxine kantokeiense,Tatew. & Masam.,False,
被子植物,Angiosperm,蘭科,Orchidaceae,線柱蘭屬,Zeuxine,臺灣線柱蘭,Zeuxine nervosa,(Wall. ex Lindl.) Benth. ex Trimen,False,
被子植物,Angiosperm,蘭科,Orchidaceae,線柱蘭屬,Zeuxine,眉原線柱蘭,Zeuxine niijimae,Tatew. & Masam.,False,
被子植物,Angiosperm,蘭科,Orchidaceae,線柱蘭屬,Zeuxine,香線柱蘭,Zeuxine odorate,Fukuy.,False,
被子植物,Angiosperm,蘭科,Orchidaceae,線柱蘭屬,Zeuxine,菲律賓線柱蘭,Zeuxine philippinensis,(Ames) Ames,False,
被子植物,Angiosperm,蘭科,Orchidaceae,線柱蘭屬,Zeuxine,屏東線柱蘭,Zeuxine pingtungensis,T.C. Hsu,False,
被子植物,Angiosperm,蘭科,Orchidaceae,線柱蘭屬,Zeuxine,阿里山線柱蘭,Zeuxine reflexa,King & Pantl.,False,
被子植物,Angiosperm,蘭科,Orchidaceae,線柱蘭屬,Zeuxine,黃唇線柱蘭,Zeuxine sakagutii,Tuyama,False,
被子植物,Angiosperm,蘭科,Orchidaceae,線柱蘭屬,Zeuxine,線柱蘭,Zeuxine strateumatica,(L.) Schltr.,False,
被子植物,Angiosperm,蘭科,Orchidaceae,線柱蘭屬,Zeuxine,岩線柱蘭,Zeuxine strateumatica var. rupicola,(Fukuy.) S.S.Ying,False,
被子植物,Angiosperm,蘭科,Orchidaceae,線柱蘭屬,Zeuxine,東部線柱蘭,Zeuxine tabiyahanensis,Hayata,False,
被子植物,Angiosperm,蘭科,Orchidaceae,線柱蘭屬,Zeuxine,毛鞘線柱蘭,Zeuxine tenuifolia,Tuyama,False,
被子植物,Angiosperm,蘭科,Orchidaceae,線柱蘭屬,Zeuxine,蘭嶼線柱蘭,Zeuxine yehii,T.C. Hsu,False,
被子植物,Angiosperm,仙茅科,Hypoxidaceae,仙茅屬,Curculigo,仙茅,Curculigo orchioides,Gaertn.,False,
被子植物,Angiosperm,仙茅科,Hypoxidaceae,小仙茅屬,Hypoxis,小金梅葉,Hypoxis aurea,Lour.,False,
被子植物,Angiosperm,仙茅科,Hypoxidaceae,船子草屬,Molineria,船子草 / 大仙茅,Molineria capitulata,(Lour.) Herb.,False,大仙茅
被子植物,Angiosperm,鳶尾科,Iridaceae,雄黃蘭屬,Crocosmia,觀音蘭,Crocosmia × crocosmiiflora,(Lemoine) N.E.Br.,True,
被子植物,Angiosperm,鳶尾科,Iridaceae,雄黃蘭屬,Crocosmia,射干菖蒲,Crocosmia × crocosmioides,(Leichtlin ex J.N.Gerard) Goldblatt,True,
被子植物,Angiosperm,鳶尾科,Iridaceae,鳶尾屬,Iris,射干,Iris domestica,(L.) Goldblatt & Mabb.,False,
被子植物,Angiosperm,鳶尾科,Iridaceae,鳶尾屬,Iris,臺灣鳶尾,Iris formosana,Ohwi,False,
被子植物,Angiosperm,鳶尾科,Iridaceae,鳶尾屬,Iris,南投鳶尾,Iris nantouensis,S.S.Ying,False,
被子植物,Angiosperm,鳶尾科,Iridaceae,鳶尾屬,Iris,維吉尼亞鳶尾,Iris virginica,L.,True,
被子植物,Angiosperm,鳶尾科,Iridaceae,肖鳶尾屬,Moraea,肖鳶尾,Moraea iridioides,L.,True,
被子植物,Angiosperm,鳶尾科,Iridaceae,馬蝶花屬,Neomarica,長葉馬蝶,Neomarica longifolia,(Link & Otto) Sprague,True,
被子植物,Angiosperm,鳶尾科,Iridaceae,庭菖蒲屬,Sisyrinchium,庭菖蒲,Sisyrinchium atlanticum,E.P.Bicknell,True,
被子植物,Angiosperm,鳶尾科,Iridaceae,庭菖蒲屬,Sisyrinchium,黃花庭菖蒲,Sisyrinchium exile,E.P.Bicknell,True,
被子植物,Angiosperm,鳶尾科,Iridaceae,庭菖蒲屬,Sisyrinchium,鳶尾葉庭菖蒲,Sisyrinchium iridifolium,Kunth,True,
被子植物,Angiosperm,阿福花科,Asphodelaceae,蘆薈屬,Aloe,蘆薈,Aloe vera,Mill.,True,
被子植物,Angiosperm,阿福花科,Asphodelaceae,桔梗蘭屬,Dianella,桔梗蘭 / 山菅藺,Dianella ensifolia,(L.) DC.,False,山菅藺
被子植物,Angiosperm,阿福花科,Asphodelaceae,萱草屬,Hemerocallis,萱草,Hemerocallis fulva,(L.) L.,True,
被子植物,Angiosperm,石蒜科,Amaryllidaceae,蔥屬,Allium,山蒜 / 薤白,Allium macrostemon,Bunge,False,薤白
被子植物,Angiosperm,石蒜科,Amaryllidaceae,蔥屬,Allium,玉山蒜,Allium morrisonense,Hayata,False,
被子植物,Angiosperm,石蒜科,Amaryllidaceae,蔥屬,Allium,野蒜頭,Allium thunbergii,G.Don,False,
被子植物,Angiosperm,石蒜科,Amaryllidaceae,君子蘭屬,Clivia,大花君子蘭,Clivia miniata,Regel,True,
被子植物,Angiosperm,石蒜科,Amaryllidaceae,文殊蘭屬,Crinum,文殊蘭,Crinum asiaticum,L.,False,
被子植物,Angiosperm,石蒜科,Amaryllidaceae,石蒜屬,Lycoris,龍爪花 / 金花石蒜,Lycoris aurea,Lycoris aurea,False,金花石蒜
被子植物,Angiosperm,石蒜科,Amaryllidaceae,石蒜屬,Lycoris,換錦花/海濱石蒜,Lycoris insularis,S.Y.Zhang & J.W.Shao,False,
被子植物,Angiosperm,石蒜科,Amaryllidaceae,石蒜屬,Lycoris,紅花石蒜 / 彼岸花,Lycoris radiata,Herb.,False,彼岸花
被子植物,Angiosperm,石蒜科,Amaryllidaceae,水仙屬,Narcissus,多花水仙,Narcissus tazetta,L.,True,
被子植物,Angiosperm,石蒜科,Amaryllidaceae,紫瓣花屬,Tulbaghia,紫嬌花,Tulbaghia violacea,Harv.,True,
被子植物,Angiosperm,石蒜科,Amaryllidaceae,蔥蓮屬,Zephyranthes,韭蘭,Zephyranthes carinata,Herb.,True,
被子植物,Angiosperm,天門冬科,Asparagaceae,龍舌蘭屬,Agave,龍舌蘭,Agave americana,L.,True,
被子植物,Angiosperm,天門冬科,Asparagaceae,龍舌蘭屬,Agave,黃斑龍舌蘭,Agave americana var. variegata,,True,
被子植物,Angiosperm,天門冬科,Asparagaceae,龍舌蘭屬,Agave,白緣龍舌蘭,Agave angustifolia,Haw.,True,
被子植物,Angiosperm,天門冬科,Asparagaceae,龍舌蘭屬,Agave,黃條龍舌蘭,Agave fourcroydes,Lem.,True,
被子植物,Angiosperm,天門冬科,Asparagaceae,龍舌蘭屬,Agave,大龍舌蘭,Agave gigantea,L.,True,
被子植物,Angiosperm,天門冬科,Asparagaceae,龍舌蘭屬,Agave,瓊麻,Agave sisalana,Perrine,True,
被子植物,Angiosperm,天門冬科,Asparagaceae,天門冬屬,Asparagus,天門冬,Asparagus cochinchinensis,(Lour.) Merr.,False,
被子植物,Angiosperm,天門冬科,Asparagaceae,天門冬屬,Asparagus,武竹,Asparagus densiflorus,(Kunth) Jessop,True,
被子植物,Angiosperm,天門冬科,Asparagaceae,蜘蛛抱蛋屬,Aspidistra,薄葉蜘蛛抱蛋,Aspidistra attenuata,Hayata,False,
被子植物,Angiosperm,天門冬科,Asparagaceae,蜘蛛抱蛋屬,Aspidistra,大武蜘蛛抱蛋,Aspidistra daibuensis,Hayata,False,
被子植物,Angiosperm,天門冬科,Asparagaceae,蜘蛛抱蛋屬,Aspidistra,瑯橋蜘蛛抱蛋,Aspidistra daibuensis var. longkiauensis,"C.T.Lu, Ming Jen Yang & J.C.Wang",False,
被子植物,Angiosperm,天門冬科,Asparagaceae,蜘蛛抱蛋屬,Aspidistra,長葯隔蜘蛛抱蛋,Aspidistra longiconnectiva,"C.T.Lu, K.C. Chuang & J.C.Wang",False,
被子植物,Angiosperm,天門冬科,Asparagaceae,蜘蛛抱蛋屬,Aspidistra,霧社蜘蛛抱蛋,Aspidistra mushaensis,Hayata,False,
被子植物,Angiosperm,天門冬科,Asparagaceae,棉棗兒屬,Barnardia,棉棗兒,Barnardia japonica,(Thunb.) Schult. & Schult.f.,False,
被子植物,Angiosperm,天門冬科,Asparagaceae,假寶鐸花屬,Disporopsis,假寶鐸花,Disporopsis pernyi,Diels,False,
被子植物,Angiosperm,天門冬科,Asparagaceae,龍血樹屬,Dracaena,番仔林投,Dracaena angustifolia,(Medik.) Roxb.,False,
被子植物,Angiosperm,天門冬科,Asparagaceae,龍血樹屬,Dracaena,百合竹,Dracaena reflexa,Lam.,True,
被子植物,Angiosperm,天門冬科,Asparagaceae,萬年麻屬,Furcraea,黃紋萬年麻,Furcraea foetida,(L.) Haw.,True,
被子植物,Angiosperm,天門冬科,Asparagaceae,異黃精屬,Heteropolygonatum,臺灣黃精,Heteropolygonatum altelobatum,"(Hayata) Y.H.Tseng, H.Y.Tzeng & C.T.Chao",False,
被子植物,Angiosperm,天門冬科,Asparagaceae,麥門冬屬,Liriope,細葉麥門冬,Liriope minor var. angustissima,(Ohwi) S.S. Ying,False,
被子植物,Angiosperm,天門冬科,Asparagaceae,麥門冬屬,Liriope,闊葉麥門冬,Liriope platyphylla,F.T.Wang & Tang,False,
被子植物,Angiosperm,天門冬科,Asparagaceae,麥門冬屬,Liriope,麥門冬,Liriope spicata,Lour.,False,
被子植物,Angiosperm,天門冬科,Asparagaceae,舞鶴草屬,Maianthemum,臺灣鹿藥,Maianthemum formosanum,(Hayata) LaFrankie,False,
被子植物,Angiosperm,天門冬科,Asparagaceae,舞鶴草屬,Maianthemum,原氏鹿藥,Maianthemum harae,Y.H.Tseng & C.T.Chao,False,
被子植物,Angiosperm,天門冬科,Asparagaceae,沿階草屬,Ophiopogon,間型沿階草,Ophiopogon intermedius,D.Don,False,
被子植物,Angiosperm,天門冬科,Asparagaceae,沿階草屬,Ophiopogon,高節沿階草,Ophiopogon reversus,C.C.Huang,False,
被子植物,Angiosperm,天門冬科,Asparagaceae,球子草屬,Peliosanthes,高氏球子草,Peliosanthes kaoi,Ohwi,False,
被子植物,Angiosperm,天門冬科,Asparagaceae,球子草屬,Peliosanthes,矮球子草,Peliosanthes macrostegia,Hance,False,
被子植物,Angiosperm,天門冬科,Asparagaceae,黃精屬,Polygonatum,萎蕤,Polygonatum arisanense,Hayata,False,
被子植物,Angiosperm,天門冬科,Asparagaceae,黃精屬,Polygonatum,清水山黃精,Polygonatum arisanense var. chingshuishanianum,(S.S.Ying) Y.H. Tseng & C.T. Chao,False,
被子植物,Angiosperm,天門冬科,Asparagaceae,黃精屬,Polygonatum,大屯黃精,Polygonatum arisanense var. formosanum,(Hayata) C.T. Chao & Y.H. Tseng,False,
被子植物,Angiosperm,天門冬科,Asparagaceae,萬年青屬,Rohdea,萬年青 / 渡邊氏萬年青,Rohdea fargesii,(Baill.) Y.F.Deng,False,渡邊氏萬年青
被子植物,Angiosperm,天門冬科,Asparagaceae,虎尾蘭屬,Sansevieria,虎尾蘭,Sansevieria trifasciata,Prain,True,
被子植物,Angiosperm,天門冬科,Asparagaceae,異蕊草屬,Thysanotus,異蕊草,Thysanotus chinensis,Benth.,False,
被子植物,Angiosperm,棕櫚科,Arecaceae,檳榔屬,Areca,檳榔,Areca catechu,L.,True,
被子植物,Angiosperm,棕櫚科,Arecaceae,山棕屬,Arenga,山棕,Arenga engleri,Becc.,False,
被子植物,Angiosperm,棕櫚科,Arecaceae,凍子椰子屬,Butia,凍子椰子,Butia capitata,(Mart.) Becc.,True,
被子植物,Angiosperm,棕櫚科,Arecaceae,省藤屬,Calamus,土藤,Calamus beccarii,A.J.Hend.,False,
被子植物,Angiosperm,棕櫚科,Arecaceae,省藤屬,Calamus,黃藤,Calamus formosanus,Becc.,False,
被子植物,Angiosperm,棕櫚科,Arecaceae,省藤屬,Calamus,蘭嶼省藤,Calamus siphonospathus,Mart. ex Walp.,False,
被子植物,Angiosperm,棕櫚科,Arecaceae,椰子屬,Cocos,可可椰子,Cocos nucifera,L.,True,
被子植物,Angiosperm,棕櫚科,Arecaceae,蒲葵屬,Livistona,蒲葵,Livistona chinensis var. subglobosa,(Hassk.) Becc.,False,
被子植物,Angiosperm,棕櫚科,Arecaceae,蒲葵屬,Livistona,圓葉蒲葵,Livistona rotundifolia,(Lam.) Mart.,True,
被子植物,Angiosperm,棕櫚科,Arecaceae,海棗屬,Phoenix,臺灣海棗,Phoenix hanceana,Schaedtler,False,
被子植物,Angiosperm,棕櫚科,Arecaceae,山檳榔屬,Pinanga,山檳榔,Pinanga tashiroi,Hayata,False,
被子植物,Angiosperm,鴨跖草科,Commelinaceae,穿鞘花屬,Amischotolype,穿鞘花 / 中國穿鞘花,Amischotolype hispida,(Less. & A. Rich.) D.Y. Hong,False,中國穿鞘花
被子植物,Angiosperm,鴨跖草科,Commelinaceae,假紫萬年青屬,Belosynapsis,毛葉鴨舌疝,Belosynapsis ciliata,(Blume) R.S. Rao,False,
被子植物,Angiosperm,鴨跖草科,Commelinaceae,假紫萬年青屬,Belosynapsis,川上氏鴨舌疝,Belosynapsis kawakamii,(Hayata) C.I Peng & Y.J.Chen,False,
被子植物,Angiosperm,鴨跖草科,Commelinaceae,大葉錦竹草屬,Callisia,大葉錦竹草,Callisia fragrans,(Lindl.) Woodson,True,
被子植物,Angiosperm,鴨跖草科,Commelinaceae,大葉錦竹草屬,Callisia,舖地錦竹草,Callisia repens,(Jacq.) L.,True,
被子植物,Angiosperm,鴨跖草科,Commelinaceae,鴨跖草屬,Commelina,耳葉鴨跖草,Commelina auriculata,Blume,False,
被子植物,Angiosperm,鴨跖草科,Commelinaceae,鴨跖草屬,Commelina,圓葉鴨跖草,Commelina benghalensis,L.,False,
被子植物,Angiosperm,鴨跖草科,Commelinaceae,鴨跖草屬,Commelina,鴨跖草,Commelina communis,L.,False,
被子植物,Angiosperm,鴨跖草科,Commelinaceae,鴨跖草屬,Commelina,竹仔菜,Commelina diffusa,Burm.f.,False,
被子植物,Angiosperm,鴨跖草科,Commelinaceae,鴨跖草屬,Commelina,直立鴨跖草,Commelina erecta,L.,True,
被子植物,Angiosperm,鴨跖草科,Commelinaceae,鴨跖草屬,Commelina,大葉鴨跖草,Commelina paludosa,Blume,False,
被子植物,Angiosperm,鴨跖草科,Commelinaceae,鴨舌疝屬,Cyanotis,蛛絲毛藍耳草,Cyanotis arachnoidea,C.B.Clarke,False,
被子植物,Angiosperm,鴨跖草科,Commelinaceae,鴨舌疝屬,Cyanotis,鞘苞花,Cyanotis axillaris,(L.) D. Don ex Sweet,False,
被子植物,Angiosperm,鴨跖草科,Commelinaceae,蔓蘘荷屬,Floscopa,蔓蘘荷,Floscopa scandens,Lour.,False,
被子植物,Angiosperm,鴨跖草科,Commelinaceae,細梗鴨跖草屬,Gibasis,細梗鴨跖草,Gibasis pellucida,(M. Martens & Galeotti) D.R. Hunt,True,
被子植物,Angiosperm,鴨跖草科,Commelinaceae,水竹葉屬,Murdannia,狹葉水竹葉,Murdannia angustifolia,(N.E.Br.) Hara,False,
被子植物,Angiosperm,鴨跖草科,Commelinaceae,水竹葉屬,Murdannia,大苞水竹葉,Murdannia bracteata,(C.B. Clarke) Kuntze ex J.K. Morton,True,
被子植物,Angiosperm,鴨跖草科,Commelinaceae,水竹葉屬,Murdannia,葶花水竹葉,Murdannia edulis,(Stokes) Faden,False,
被子植物,Angiosperm,鴨跖草科,Commelinaceae,水竹葉屬,Murdannia,水竹葉,Murdannia keisak,(Hassk.) Hand.-Mazz.,False,
被子植物,Angiosperm,鴨跖草科,Commelinaceae,水竹葉屬,Murdannia,牛軛草,Murdannia loriformis,(Hassk.) R.S. Rao & Kammathy,False,
被子植物,Angiosperm,鴨跖草科,Commelinaceae,水竹葉屬,Murdannia,裸花水竹葉,Murdannia nudiflora,(L.) Brenan,False,
被子植物,Angiosperm,鴨跖草科,Commelinaceae,水竹葉屬,Murdannia,矮水竹葉,Murdannia spirata,(L.) G. Brückn.,False,
被子植物,Angiosperm,鴨跖草科,Commelinaceae,杜若屬,Pollia,杜若,Pollia japonica,Thunb.,False,
被子植物,Angiosperm,鴨跖草科,Commelinaceae,杜若屬,Pollia,小杜若,Pollia miranda,(H. Lév.) H. Hara,False,
被子植物,Angiosperm,鴨跖草科,Commelinaceae,杜若屬,Pollia,叢林杜若,Pollia secundiflora,(Blume) Bakh.f.,False,
被子植物,Angiosperm,鴨跖草科,Commelinaceae,毛果竹葉菜屬,Rhopalephora,毛果竹葉菜,Rhopalephora scaberrima,(Blume) Faden,False,
被子植物,Angiosperm,鴨跖草科,Commelinaceae,巴西水竹草屬,Tradescantia,厚葉水竹草,Tradescantia crassula,Link & Otto,True,
被子植物,Angiosperm,鴨跖草科,Commelinaceae,巴西水竹草屬,Tradescantia,巴西水竹葉,Tradescantia fluminensis,Vell.,True,
