group_cn,group_lat,family_cn,family_lat,genus_cn,genus_lat,species_cn,species_lat,author,is_exotic,notes
裸子植物,Gymnosperm,蘇鐵科,Cycadaceae,蘇鐵屬,Cycas,蘇鐵 / 台東蘇鐵,Cycas revoluta,Thunb.,False,台東蘇鐵
裸子植物,Gymnosperm,松科,Pinaceae,冷杉屬,Abies,臺灣冷杉,Abies kawakamii,(Hayata) Ito,False,
裸子植物,Gymnosperm,松科,Pinaceae,油杉屬,Keteleeria,臺灣油杉,Keteleeria davidiana var. formosana,Hayata,False,
裸子植物,Gymnosperm,松科,Pinaceae,雲杉屬,Picea,臺灣雲杉,Picea morrisonicola,Hayata,False,
裸子植物,Gymnosperm,松科,Pinaceae,松屬,Pinus,臺灣華山松,Pinus armandii var. mastersiana,(Hayata) Hayata,False,
裸子植物,Gymnosperm,松科,Pinaceae,松屬,Pinus,天龍二葉松,Pinus fragilissima,Businský,False,
裸子植物,Gymnosperm,松科,Pinaceae,松屬,Pinus,馬尾松,Pinus massoniana,D. Don,False,
裸子植物,Gymnosperm,松科,Pinaceae,松屬,Pinus,臺灣五葉松,Pinus morrisonicola,Hayata,False,
裸子植物,Gymnosperm,松科,Pinaceae,松屬,Pinus,臺灣二葉松,Pinus taiwanensis,Hayata,False,
裸子植物,Gymnosperm,松科,Pinaceae,松屬,Pinus,早田氏松,Pinus × hayatana,Businský,False,
裸子植物,Gymnosperm,松科,Pinaceae,黃杉屬,Pseudotsuga,臺灣黃杉 / 威氏帝杉,Pseudotsuga wilsoniana,Hayata,False,威氏帝杉
裸子植物,Gymnosperm,松科,Pinaceae,鐵杉屬,Tsuga,鐵杉 / 臺灣鐵杉,Tsuga chinensis,(Franch.) Pritz.,False,臺灣鐵杉
裸子植物,Gymnosperm,羅漢松科,Podocarpaceae,竹柏屬,Nageia,長葉竹柏,Nageia fleuryi,(Hickel) de Laub.,False,
裸子植物,Gymnosperm,羅漢松科,Podocarpaceae,竹柏屬,Nageia,竹柏,Nageia nagi,(Thunb.) Kuntze,False,
裸子植物,Gymnosperm,羅漢松科,Podocarpaceae,羅漢松屬,Podocarpus,蘭嶼羅漢松,Podocarpus costalis,C.Presl,False,
裸子植物,Gymnosperm,羅漢松科,Podocarpaceae,羅漢松屬,Podocarpus,叢花百日青,Podocarpus fasciculus,de Laub.,False,
裸子植物,Gymnosperm,羅漢松科,Podocarpaceae,羅漢松屬,Podocarpus,大葉羅漢松,Podocarpus macrophyllus,(Thunb.) Sweet,False,
裸子植物,Gymnosperm,羅漢松科,Podocarpaceae,羅漢松屬,Podocarpus,小葉羅漢松,Podocarpus macrophyllus var. maki,Siebold & Zucc.,False,
裸子植物,Gymnosperm,羅漢松科,Podocarpaceae,羅漢松屬,Podocarpus,桃實百日青,Podocarpus nakaii,Hayata,False,
裸子植物,Gymnosperm,柏科,Cupressaceae,肖楠屬,Calocedrus,臺灣肖楠,Calocedrus macrolepis var. formosana,(Florin) W.C.Cheng & L.K.Fu,False,
裸子植物,Gymnosperm,柏科,Cupressaceae,杉木屬,Cunninghamia,巒大杉 / 香杉,Cunninghamia konishii,Hayata,False,香杉
裸子植物,Gymnosperm,柏科,Cupressaceae,刺柏屬,Juniperus,刺柏,Juniperus formosana,Hayata,False,
裸子植物,Gymnosperm,柏科,Cupressaceae,刺柏屬,Juniperus,綠背刺柏,Juniperus formosana var. concolor,Hayata,False,
裸子植物,Gymnosperm,柏科,Cupressaceae,刺柏屬,Juniperus,香青 / 玉山圓柏,Juniperus squamata,Buch.-Ham. ex D.Don,False,玉山圓柏
裸子植物,Gymnosperm,柏科,Cupressaceae,刺柏屬,Juniperus,清水圓柏,Juniperus tsukusiensis var. taiwanensis,(R.P.Adams & C.F.Hsieh) R.P.Adams,False,
裸子植物,Gymnosperm,柏科,Cupressaceae,扁柏屬,Chamaecyparis,紅檜,Chamaecyparis formosensis,Matsum.,False,
裸子植物,Gymnosperm,柏科,Cupressaceae,扁柏屬,Chamaecyparis,臺灣扁柏,Chamaecyparis obtusa var. formosana,(Hayata) Hayata,False,
裸子植物,Gymnosperm,柏科,Cupressaceae,柳杉屬,Cryptomeria,柳杉,Cryptomeria japonica,(Thunb. ex L.f.) D.Don,True,
裸子植物,Gymnosperm,柏科,Cupressaceae,臺灣杉屬,Taiwania,臺灣杉,Taiwania cryptomerioides,Hayata,False,
裸子植物,Gymnosperm,紅豆杉科,Taxaceae,三尖杉屬,Cephalotaxus,臺灣粗榧 / 威氏粗榧/臺灣三尖杉,Cephalotaxus wilsoniana,Hayata,False,威氏粗榧/臺灣三尖杉
裸子植物,Gymnosperm,紅豆杉科,Taxaceae,紅豆杉屬,Taxus,南洋紅豆杉,Taxus sumatrana,(Miq.) de Laub.,False,
裸子植物,Gymnosperm,紅豆杉科,Taxaceae,穗花杉屬,Amentotaxus,臺灣穗花杉,Amentotaxus formosana,H.L. Li,False,
被子植物,Angiosperm,蓴科,Cabombaceae,蓴屬,Brasenia,蓴,Brasenia schreberi,J.F.Gmel.,False,
被子植物,Angiosperm,蓴科,Cabombaceae,穗蓴屬,Cabomba,白花穗蓴,Cabomba caroliniana,A.Gray,True,
被子植物,Angiosperm,蓴科,Cabombaceae,穗蓴屬,Cabomba,紅花穗蓴,Cabomba furcata,Schult. & Schult.f.,True,
被子植物,Angiosperm,睡蓮科,Nymphaeaceae,芡屬,Euryale,芡,Euryale ferox,Salisb.,False,
被子植物,Angiosperm,睡蓮科,Nymphaeaceae,萍蓬草屬,Nuphar,日本萍蓬草,Nuphar japonica,DC.,True,
被子植物,Angiosperm,睡蓮科,Nymphaeaceae,萍蓬草屬,Nuphar,臺灣萍蓬草,Nuphar shimadae,Hayata,False,
被子植物,Angiosperm,睡蓮科,Nymphaeaceae,睡蓮屬,Nymphaea,非洲睡蓮,Nymphaea capensis,Thunb.,True,
被子植物,Angiosperm,睡蓮科,Nymphaeaceae,睡蓮屬,Nymphaea,齒葉睡蓮,Nymphaea lotus,L.,True,
被子植物,Angiosperm,睡蓮科,Nymphaeaceae,睡蓮屬,Nymphaea,白花睡蓮,Nymphaea nouchali,Burm.f.,True,
被子植物,Angiosperm,睡蓮科,Nymphaeaceae,睡蓮屬,Nymphaea,紅花睡蓮,Nymphaea rubra,Roxb. ex Andrews,True,
被子植物,Angiosperm,睡蓮科,Nymphaeaceae,睡蓮屬,Nymphaea,藍睡蓮,Nymphaea stellata,Willd.,False,
被子植物,Angiosperm,睡蓮科,Nymphaeaceae,睡蓮屬,Nymphaea,睡蓮 / 子午蓮,Nymphaea tetragona,Georgi,False,子午蓮
被子植物,Angiosperm,五味子科,Schisandraceae,八角屬,Illicium,白花八角,Illicium anisatum,L.,False,
被子植物,Angiosperm,五味子科,Schisandraceae,八角屬,Illicium,臺灣八角,Illicium arborescens,Hayata,False,
被子植物,Angiosperm,五味子科,Schisandraceae,八角屬,Illicium,東亞八角,Illicium tashiroi,Maxim.,False,
被子植物,Angiosperm,五味子科,Schisandraceae,八角屬,Illicium,大雪山八角,Illicium × rubellum,S.Y. Lu ex W.J. Huang & S.W. Chung,False,
被子植物,Angiosperm,五味子科,Schisandraceae,五味子屬,Schisandra,阿里山五味子/阿里山北五味子,Schisandra arisanensis,Hayata,False,
被子植物,Angiosperm,五味子科,Schisandraceae,南五味子屬,Kadsura,南五味子,Kadsura japonica,(L.) Dunal,False,
被子植物,Angiosperm,五味子科,Schisandraceae,南五味子屬,Kadsura,松田氏南五味子,Kadsura matsudae,Hayata,False,
被子植物,Angiosperm,五味子科,Schisandraceae,南五味子屬,Kadsura,冷飯藤,Kadsura oblongifolia,Merr.,False,
被子植物,Angiosperm,五味子科,Schisandraceae,南五味子屬,Kadsura,菲律賓五味子,Kadsura philippinensis,Elmer,False,
被子植物,Angiosperm,三白草科,Saururaceae,三白草屬,Saururus,三白草,Saururus chinensis,(Lour.) Baill.,False,
被子植物,Angiosperm,三白草科,Saururaceae,蕺菜屬,Houttuynia,臭腥草/魚腥草,Houttuynia cordata,Thunb.,False,
被子植物,Angiosperm,胡椒科,Piperaceae,椒草屬,Peperomia,椒草,Peperomia japonica,Makino,False,
被子植物,Angiosperm,胡椒科,Piperaceae,椒草屬,Peperomia,紅莖椒草,Peperomia leptostachya,Hook. & Arn.,False,
被子植物,Angiosperm,胡椒科,Piperaceae,椒草屬,Peperomia,山椒草,Peperomia nakaharae,Hayata,False,
被子植物,Angiosperm,胡椒科,Piperaceae,椒草屬,Peperomia,草胡椒,Peperomia pellucida,(L.) Kunth,True,
被子植物,Angiosperm,胡椒科,Piperaceae,椒草屬,Peperomia,蘭嶼椒草,Peperomia rubrivenosa,C.DC.,False,
被子植物,Angiosperm,胡椒科,Piperaceae,椒草屬,Peperomia,小椒草,Peperomia tetraphylla,Hook. & Arn.,False,
被子植物,Angiosperm,胡椒科,Piperaceae,胡椒屬,Piper,蘭嶼風藤,Piper arborescens,Roxb.,False,
被子植物,Angiosperm,胡椒科,Piperaceae,胡椒屬,Piper,荖藤,Piper betle,L.,True,
被子植物,Angiosperm,胡椒科,Piperaceae,胡椒屬,Piper,多脈風藤,Piper interruptum var. multinervum,,False,
被子植物,Angiosperm,胡椒科,Piperaceae,胡椒屬,Piper,風藤,Piper kadsura,(Choisy) Ohwi,False,
被子植物,Angiosperm,胡椒科,Piperaceae,胡椒屬,Piper,恆春風藤,Piper kawakamii,Hayata,False,
被子植物,Angiosperm,胡椒科,Piperaceae,胡椒屬,Piper,綠島風藤,Piper kwashoense,Hayata,False,
被子植物,Angiosperm,胡椒科,Piperaceae,胡椒屬,Piper,蘭嶼胡椒,Piper lanyuense,K.N. Kung & Kun C. Chang,False,
被子植物,Angiosperm,胡椒科,Piperaceae,胡椒屬,Piper,假蒟,Piper sarmentosum,Roxb.,True,
被子植物,Angiosperm,胡椒科,Piperaceae,胡椒屬,Piper,薄葉風藤,Piper sintenense,Hatus.,False,
被子植物,Angiosperm,胡椒科,Piperaceae,胡椒屬,Piper,臺灣荖藤,Piper taiwanense,T.T.Lin & S.Y.Lu,False,
被子植物,Angiosperm,胡椒科,Piperaceae,胡椒屬,Piper,臺灣胡椒,Piper umbellatum,L.,False,
被子植物,Angiosperm,馬兜鈴科,Aristolochiaceae,馬兜鈴屬,Aristolochia,蜂窩馬兜鈴 / 高氏馬兜鈴,Aristolochia foveolata,Merr.,False,高氏馬兜鈴
被子植物,Angiosperm,馬兜鈴科,Aristolochiaceae,馬兜鈴屬,Aristolochia,異葉馬兜鈴,Aristolochia heterophylla,Hemsl.,False,
被子植物,Angiosperm,馬兜鈴科,Aristolochiaceae,馬兜鈴屬,Aristolochia,大葉馬兜鈴,Aristolochia kaempferi,Willd.,False,
被子植物,Angiosperm,馬兜鈴科,Aristolochiaceae,馬兜鈴屬,Aristolochia,港口馬兜鈴,Aristolochia zollingeriana,Miq.,False,
被子植物,Angiosperm,馬兜鈴科,Aristolochiaceae,細辛屬,Asarum,罈花細辛,Asarum ampulliflorum,C.T. Lu & J.C.Wang,False,
被子植物,Angiosperm,馬兜鈴科,Aristolochiaceae,細辛屬,Asarum,薄葉細辛,Asarum caudigerum,Hance,False,
被子植物,Angiosperm,馬兜鈴科,Aristolochiaceae,細辛屬,Asarum,插天山細辛,Asarum chatienshanianum,C.T. Lu & J.C.Wang,False,
被子植物,Angiosperm,馬兜鈴科,Aristolochiaceae,細辛屬,Asarum,鴛鴦湖細辛,Asarum crassisepalum,"S.F.Huang, T.H.Hsieh & T.C.Huang",False,
被子植物,Angiosperm,馬兜鈴科,Aristolochiaceae,細辛屬,Asarum,上花細辛,Asarum epigynum,Hayata,False,
被子植物,Angiosperm,馬兜鈴科,Aristolochiaceae,細辛屬,Asarum,下花細辛,Asarum hypogynum,Hayata,False,
被子植物,Angiosperm,馬兜鈴科,Aristolochiaceae,細辛屬,Asarum,大花細辛,Asarum macranthum,Hook.f.,False,
被子植物,Angiosperm,馬兜鈴科,Aristolochiaceae,細辛屬,Asarum,風美細辛,Asarum pubitessellatum,C.T. Lu & J.C.Wang,False,
被子植物,Angiosperm,馬兜鈴科,Aristolochiaceae,細辛屬,Asarum,薩摩細辛,Asarum satsumense,F.Maek.,False,
被子植物,Angiosperm,馬兜鈴科,Aristolochiaceae,細辛屬,Asarum,太平山細辛,Asarum taipingshanianum,"S.F.Huang, T.H.Hsieh & T.C.Huang",False,
被子植物,Angiosperm,馬兜鈴科,Aristolochiaceae,細辛屬,Asarum,大武山細辛,Asarum tawushanianum,C.T. Lu & J.C.Wang,False,
被子植物,Angiosperm,馬兜鈴科,Aristolochiaceae,細辛屬,Asarum,神秘湖細辛,Asarum villisepalum,C.T. Lu & J.C.Wang,False,
被子植物,Angiosperm,馬兜鈴科,Aristolochiaceae,細辛屬,Asarum,八重山細辛,Asarum yaeyamense,Hatus.,False,
被子植物,Angiosperm,馬兜鈴科,Aristolochiaceae,關木通屬,Isotrema,瓜葉馬兜鈴,Isotrema cucurbitifolium,"(Hayata) X.X.Zhu, S.Liao & J.S. Ma",False,
被子植物,Angiosperm,馬兜鈴科,Aristolochiaceae,關木通屬,Isotrema,合歡山馬兜鈴,Isotrema hohuanense,(S.S.Ying) C.T. Lu & J.C.Wang,False,
被子植物,Angiosperm,馬兜鈴科,Aristolochiaceae,關木通屬,Isotrema,八仙山馬兜鈴,Isotrema pahsienshanianum,"C.T. Lu, C.Lan Yang & J.C.Wang",False,
被子植物,Angiosperm,馬兜鈴科,Aristolochiaceae,關木通屬,Isotrema,台灣馬兜鈴,Isotrema shimadae,"(Hayata) X.X.Zhu, S.Liao & J.S. Ma",False,
被子植物,Angiosperm,馬兜鈴科,Aristolochiaceae,關木通屬,Isotrema,裕榮馬兜鈴,Isotrema yujungianum,"(C.T. Lu & J.C.Wang) X.X.Zhu, S.Liao & J.S. Ma",False,
被子植物,Angiosperm,肉豆蔻科,Myristicaceae,肉荳蔻屬,Myristica,蘭嶼肉豆蔻,Myristica ceylanica var. cagayanensis,(Merr.) J. Sinclair,False,
被子植物,Angiosperm,肉豆蔻科,Myristicaceae,肉荳蔻屬,Myristica,紅頭肉豆蔻,Myristica elliptica var. simiarum,"Wall. ex Hook.f. & Thoms., (A.DC.) J. Sinclair",False,
被子植物,Angiosperm,木蘭科,Magnoliaceae,木蘭屬,Magnolia,臺灣烏心石,Magnolia compressa var. formosana,(Kaneh.) Chien F.Chen,False,
被子植物,Angiosperm,木蘭科,Magnoliaceae,木蘭屬,Magnolia,蘭嶼烏心石,Magnolia compressa var. lanyuensis,(S.Y.Lu) Chien F.Chen,False,
被子植物,Angiosperm,木蘭科,Magnoliaceae,木蘭屬,Magnolia,烏心石舅,Magnolia kachirachirae,(Kaneh. & Yamam.) Dandy,False,
被子植物,Angiosperm,番荔枝科,Annonaceae,番荔枝屬,Annona,番荔枝,Annona squamosa,L.,True,
被子植物,Angiosperm,番荔枝科,Annonaceae,瓜馥木屬,Fissistigma,裏白瓜馥木,Fissistigma glaucescens,(Hance) Merr.,False,
被子植物,Angiosperm,番荔枝科,Annonaceae,瓜馥木屬,Fissistigma,瓜馥木,Fissistigma oldhamii,(Hemsl.) Merr.,False,
被子植物,Angiosperm,番荔枝科,Annonaceae,哥納香屬,Goniothalamus,恆春哥納香,Goniothalamus amuyon,(Blanco) Merr.,False,
被子植物,Angiosperm,番荔枝科,Annonaceae,暗羅屬,Polyalthia,琉球暗羅,Polyalthia liukiuensis,Hatus.,False,
被子植物,Angiosperm,蓮葉桐科,Hernandiaceae,蓮葉桐屬,Hernandia,蓮葉桐,Hernandia nymphiifolia,(C.Presl) Kubitzki,False,
被子植物,Angiosperm,蓮葉桐科,Hernandiaceae,青藤屬,Illigera,呂宋青藤,Illigera luzonensis,Merr.,False,
被子植物,Angiosperm,樟科,Lauraceae,瓊楠屬,Beilschmiedia,瓊楠,Beilschmiedia erythrophloia,Hayata,False,
被子植物,Angiosperm,樟科,Lauraceae,瓊楠屬,Beilschmiedia,華河瓊楠 / 廣東瓊楠,Beilschmiedia tsangii,Merr.,False,廣東瓊楠
被子植物,Angiosperm,樟科,Lauraceae,樟屬,Camphora,牛樟,Camphora kanahirae,(Hayata) K.F.Chung & C.L.Hsieh,False,
被子植物,Angiosperm,樟科,Lauraceae,樟屬,Camphora,冇樟,Camphora micrantha,"(Hayata) Y.Yang, Bing Liu & Zhi Yang",False,
被子植物,Angiosperm,樟科,Lauraceae,樟屬,Camphora,樟樹,Camphora officinarum,Nees,False,
被子植物,Angiosperm,樟科,Lauraceae,樟屬,Camphora,菲律賓樟,Camphora philippinensis,"(Merr.) Y.Yang, Bing Liu & Zhi Yang",False,
被子植物,Angiosperm,樟科,Lauraceae,無根草屬,Cassytha,無根草 / 無根藤,Cassytha filiformis,L.,False,無根藤
被子植物,Angiosperm,樟科,Lauraceae,無根草屬,Cassytha,亞毛無根藤,Cassytha filiformis var. duripraticola,Hatus.,False,
被子植物,Angiosperm,樟科,Lauraceae,肉桂屬,Cinnamomum,野牡丹葉桂皮,Cinnamomum austrosinense,H.T.Chang,False,
被子植物,Angiosperm,樟科,Lauraceae,肉桂屬,Cinnamomum,小葉樟,Cinnamomum brevipedunculatum,C.E. Chang,False,
被子植物,Angiosperm,樟科,Lauraceae,肉桂屬,Cinnamomum,陰香,Cinnamomum burmannii,(Nees & T. Nees) Blume,True,
被子植物,Angiosperm,樟科,Lauraceae,肉桂屬,Cinnamomum,臺灣肉桂 / 山肉桂,Cinnamomum insulari-montanum,Hayata,False,山肉桂
被子植物,Angiosperm,樟科,Lauraceae,肉桂屬,Cinnamomum,蘭嶼肉桂,Cinnamomum kotoense,Kaneh. & Sasaki,False,
被子植物,Angiosperm,樟科,Lauraceae,肉桂屬,Cinnamomum,胡氏肉桂,Cinnamomum macrostemon,Hayata,False,
被子植物,Angiosperm,樟科,Lauraceae,肉桂屬,Cinnamomum,土肉桂,Cinnamomum osmophloeum,Kaneh.,False,
被子植物,Angiosperm,樟科,Lauraceae,肉桂屬,Cinnamomum,土樟,Cinnamomum reticulatum,Hayata,False,
被子植物,Angiosperm,樟科,Lauraceae,肉桂屬,Cinnamomum,香桂,Cinnamomum subavenium,Miq.,False,
被子植物,Angiosperm,樟科,Lauraceae,肉桂屬,Cinnamomum,天竺桂,Cinnamomum tenuifolium fo. nervosum,(Meisn.) H.Hara,False,
被子植物,Angiosperm,樟科,Lauraceae,厚殼桂屬,Cryptocarya,厚殼桂,Cryptocarya chinensis,(Hance) Hemsl.,False,
被子植物,Angiosperm,樟科,Lauraceae,厚殼桂屬,Cryptocarya,土楠 / 海南厚殼桂,Cryptocarya concinna,Hance,False,海南厚殼桂
被子植物,Angiosperm,樟科,Lauraceae,厚殼桂屬,Cryptocarya,菲律賓厚殼桂 / 大果厚殼桂,Cryptocarya elliptifolia,Merr.,False,大果厚殼桂
被子植物,Angiosperm,樟科,Lauraceae,腰果楠屬,Dehaasia,腰果楠,Dehaasia incrassata,(Jack) Nees,False,
被子植物,Angiosperm,樟科,Lauraceae,三蕊楠屬,Endiandra,三蕊楠,Endiandra coriacea,Merr.,False,
被子植物,Angiosperm,樟科,Lauraceae,釣樟屬,Lindera,天臺烏藥,Lindera aggregata,(Sims) Kosterm.,False,
被子植物,Angiosperm,樟科,Lauraceae,釣樟屬,Lindera,內苳子,Lindera akoensis,Hayata,False,
被子植物,Angiosperm,樟科,Lauraceae,釣樟屬,Lindera,香葉樹,Lindera communis,Hemsl.,False,
被子植物,Angiosperm,樟科,Lauraceae,釣樟屬,Lindera,鐵釘樹 / 紅果釣樟,Lindera erythrocarpa,Makino,False,紅果釣樟
被子植物,Angiosperm,樟科,Lauraceae,釣樟屬,Lindera,白葉釣樟 / 假死柴,Lindera glauca,(Siebold & Zucc.) Blume,False,假死柴
被子植物,Angiosperm,樟科,Lauraceae,釣樟屬,Lindera,大香葉樹 / 大葉釣樟,Lindera megaphylla,Hemsl.,False,大葉釣樟
被子植物,Angiosperm,樟科,Lauraceae,木薑子屬,Litsea,長葉木薑子 / 南投黃肉楠,Litsea acuminata,(Blume) Kurata,False,南投黃肉楠
被子植物,Angiosperm,樟科,Lauraceae,木薑子屬,Litsea,銳脈木薑子,Litsea acutivena,Hayata,False,
被子植物,Angiosperm,樟科,Lauraceae,木薑子屬,Litsea,屏東木薑子,Litsea akoensis,Hayata,False,
被子植物,Angiosperm,樟科,Lauraceae,木薑子屬,Litsea,竹頭角木薑子,Litsea akoensis var. chitouchiaoensis,J.C.Liao,False,
被子植物,Angiosperm,樟科,Lauraceae,木薑子屬,Litsea,狹葉木薑子,Litsea akoensis var. sasakii,(Kamik.) J.C. Liao,False,
被子植物,Angiosperm,樟科,Lauraceae,木薑子屬,Litsea,鹿皮斑木薑子,Litsea coreana,H.Lév.,False,
被子植物,Angiosperm,樟科,Lauraceae,木薑子屬,Litsea,山胡椒,Litsea cubeba,(Lour.) Pers.,False,
被子植物,Angiosperm,樟科,Lauraceae,木薑子屬,Litsea,霧社木薑子,Litsea elongata var. mushaensis,(Hayata) J.C. Liao,False,
被子植物,Angiosperm,樟科,Lauraceae,木薑子屬,Litsea,蘭嶼木薑子,Litsea garciae,S.Vidal,False,
被子植物,Angiosperm,樟科,Lauraceae,木薑子屬,Litsea,潺槁木薑子,Litsea glutinosa,(Lour.) C.B.Rob.,True,
被子植物,Angiosperm,樟科,Lauraceae,木薑子屬,Litsea,黃肉樹 / 小梗木薑子,Litsea hypophaea,Hayata,False,小梗木薑子
被子植物,Angiosperm,樟科,Lauraceae,木薑子屬,Litsea,李氏木薑子,Litsea lii,Chang,False,
被子植物,Angiosperm,樟科,Lauraceae,木薑子屬,Litsea,能漢木薑子,Litsea lii var. nunkao-tahangensis,(J.C.Liao) J.C.Liao,False,
被子植物,Angiosperm,樟科,Lauraceae,木薑子屬,Litsea,林氏木薑子,Litsea linii,C.E.Chang,False,
被子植物,Angiosperm,樟科,Lauraceae,木薑子屬,Litsea,玉山木薑子,Litsea morrisonensis,Hayata,False,
被子植物,Angiosperm,樟科,Lauraceae,木薑子屬,Litsea,佩羅特木薑子,Litsea perrottetii,(Blume) Fern.-Vill.,True,
被子植物,Angiosperm,樟科,Lauraceae,木薑子屬,Litsea,橢圓葉木薑子,Litsea rotundifolia var. oblongifolia,(Nees) C.K. Allen,False,
被子植物,Angiosperm,樟科,Lauraceae,楨楠屬,Machilus,假長葉楠,Machilus japonica,Siebold & Zucc.,False,
被子植物,Angiosperm,樟科,Lauraceae,楨楠屬,Machilus,大葉楠,Machilus japonica var. kusanoi,(Hayata) J.C.Liao,False,
被子植物,Angiosperm,樟科,Lauraceae,楨楠屬,Machilus,小西氏楠,Machilus konishii,Hayata,False,
被子植物,Angiosperm,樟科,Lauraceae,楨楠屬,Machilus,恒春楨楠,Machilus obovatifolia,(Hayata) Kanehira & Sasaki,False,
被子植物,Angiosperm,樟科,Lauraceae,楨楠屬,Machilus,豬腳楠 / 紅楠,Machilus thunbergii,Siebold & Zucc.,False,紅楠
被子植物,Angiosperm,樟科,Lauraceae,楨楠屬,Machilus,香楠,Machilus zuihoensis,Hayata,False,
被子植物,Angiosperm,樟科,Lauraceae,楨楠屬,Machilus,霧社楨楠/青葉楠,Machilus zuihoensis var. mushaensis,(F.Y.Lu) Y.C.Liu,False,
被子植物,Angiosperm,樟科,Lauraceae,新木薑子屬,Neolitsea,銳葉新木薑子,Neolitsea aciculata,(Blume) Koidz.,False,
被子植物,Angiosperm,樟科,Lauraceae,新木薑子屬,Neolitsea,變葉新木薑子,Neolitsea aciculata var. variabillima,J.C. Liao,False,
被子植物,Angiosperm,樟科,Lauraceae,新木薑子屬,Neolitsea,高山新木薑子,Neolitsea acuminatissima,(Hayata) Kaneh. & Sasaki,False,
被子植物,Angiosperm,樟科,Lauraceae,新木薑子屬,Neolitsea,武威山新木薑子,Neolitsea buisanensis,Yamam. & Kamik.,False,
被子植物,Angiosperm,樟科,Lauraceae,新木薑子屬,Neolitsea,石厝新木薑子,Neolitsea buisanensis fo. sutsuoensis,J.C.Liao,False,
被子植物,Angiosperm,樟科,Lauraceae,新木薑子屬,Neolitsea,大武新木薑子,Neolitsea daibuensis,Kamik.,False,
被子植物,Angiosperm,樟科,Lauraceae,新木薑子屬,Neolitsea,南仁山新木薑子,Neolitsea hiiranensis,T.S.Liu & J.C.Liao,False,
被子植物,Angiosperm,樟科,Lauraceae,新木薑子屬,Neolitsea,五掌楠,Neolitsea konishii,(Hayata) Kaneh. & Sasaki,False,
被子植物,Angiosperm,樟科,Lauraceae,新木薑子屬,Neolitsea,小芽新木薑子,Neolitsea parvigemma,(Hayata) Kaneh. & Sasaki,False,
被子植物,Angiosperm,樟科,Lauraceae,新木薑子屬,Neolitsea,白新木薑子,Neolitsea sericea,(Blume) Koidz.,False,
被子植物,Angiosperm,樟科,Lauraceae,新木薑子屬,Neolitsea,金新木薑子,Neolitsea sericea var. aurata,(Hayata) Hatus.,False,
被子植物,Angiosperm,樟科,Lauraceae,新木薑子屬,Neolitsea,蘭嶼新木薑子,Neolitsea villosa,(Blume) Merr.,False,
被子植物,Angiosperm,樟科,Lauraceae,雅楠屬,Phoebe,臺灣雅楠,Phoebe formosana,Hayata,False,
被子植物,Angiosperm,樟科,Lauraceae,檫樹屬,Sassafras,臺灣檫樹,Sassafras randaiense,(Hayata) Rehder,False,
被子植物,Angiosperm,金粟蘭科,Chloranthaceae,金粟蘭屬,Chloranthus,絲穗金粟蘭,Chloranthus fortunei,(A. Gray) Solms,False,
被子植物,Angiosperm,金粟蘭科,Chloranthaceae,金粟蘭屬,Chloranthus,寬葉金粟蘭,Chloranthus henryi,Hemsl.,False,
被子植物,Angiosperm,金粟蘭科,Chloranthaceae,金粟蘭屬,Chloranthus,臺灣及己,Chloranthus oldhamii,Solms,False,
被子植物,Angiosperm,金粟蘭科,Chloranthaceae,草珊瑚屬,Sarcandra,草珊瑚,Sarcandra glabra,(Thunb.) Nakai,False,
被子植物,Angiosperm,菖蒲科,Acoraceae,菖蒲屬,Acorus,石菖蒲,Acorus gramineus,Sol. ex Aiton,False,
被子植物,Angiosperm,菖蒲科,Acoraceae,菖蒲屬,Acorus,大穗石菖蒲,Acorus gramineus var. macrospadiceus,Yamam.,False,
被子植物,Angiosperm,天南星科,Araceae,粗肋草屬,Aglaonema,粗肋草,Aglaonema commutatum,Schott,True,
被子植物,Angiosperm,天南星科,Araceae,粗肋草屬,Aglaonema,箭羽粗肋草,Aglaonema nitidum,(Jack) Kunth,True,
被子植物,Angiosperm,天南星科,Araceae,姑婆芋屬,Alocasia,臺灣姑婆芋,Alocasia cucullata,(Lour.) G.Don,False,
被子植物,Angiosperm,天南星科,Araceae,姑婆芋屬,Alocasia,海芋 / 蘭嶼姑婆芋,Alocasia macrorrhizos,(L.) G.Don,False,蘭嶼姑婆芋
被子植物,Angiosperm,天南星科,Araceae,姑婆芋屬,Alocasia,姑婆芋,Alocasia odora,(G.Lodd.) Spach,False,
被子植物,Angiosperm,天南星科,Araceae,魔芋屬,Amorphophallus,臺灣魔芋,Amorphophallus henryi,N.E.Br.,False,
被子植物,Angiosperm,天南星科,Araceae,魔芋屬,Amorphophallus,密毛魔芋,Amorphophallus hirtus,N.E.Br.,False,
被子植物,Angiosperm,天南星科,Araceae,魔芋屬,Amorphophallus,東亞魔芋,Amorphophallus kiusianus,(Makino) Makino,False,
被子植物,Angiosperm,天南星科,Araceae,魔芋屬,Amorphophallus,蒟蒻,Amorphophallus konjac,K.Koch,True,
被子植物,Angiosperm,天南星科,Araceae,魔芋屬,Amorphophallus,疣柄魔芋,Amorphophallus paeoniifolius,(Dennst.) Nicolson,True,
被子植物,Angiosperm,天南星科,Araceae,雷公連屬,Amydrium,鈍裂雷公連,Amydrium medium,(Zoll. & Mortizi) Nicolson,False,
